Country,Country_Code,Year,adult_literacy_rate,youth_literacy_male,youth_literacy_female,Region,illiteracy_rate,literacy_rate,gdp_per_capita,world_region,avg_years_schooling,Illiteracy_%,Literacy_Gender_Gap,GDP_per_Schooling_Year,Education_Index,Youth_Literacy_Average,Literacy_Growth_Rate
Bhutan,BTN,2010.0,78.6647677888707,89.95973058304064,63.34,Asia,21.323384163270195,78.67661578438866,9985.284,Asia,3.81328678151149,21.323384163270195,26.619730583040635,2618.5504978049635,41.244951282950076,76.64986529152031,25.866615784388657
Bhutan,BTN,2012.0,55.32,90.4,82.18,Asia,44.68,55.32,11143.944,Asia,3.81328678151149,44.68,8.219999999999999,2922.398612669468,29.566643390755743,86.29,-23.35661578438866
Bhutan,BTN,2017.0,66.56,93.27,92.89,Asia,33.440002,66.56,13482.343,Asia,3.81328678151149,33.440002,0.37999999999999545,3535.622619669833,35.18664339075575,93.08,11.240000000000002
Bhutan,BTN,2022.0,64.91,98.28,97.23,Asia,35.089996,64.91,14061.3125,Asia,3.81328678151149,35.089996,1.0499999999999972,3687.4521392347137,34.361643390755745,97.755,-1.6500000000000057
Bolivia,BOL,1992.0,79.99,96.32,91.57,South America,20.010002,79.99,6414.3286,South America,3.81328678151149,20.010002,4.75,1682.0997127988164,41.901643390755744,93.945,0.0
Bolivia,BOL,2000.0,78.6647677888707,98.4,96.3,South America,21.323384163270195,78.67661578438866,7492.4336,South America,8.73,21.323384163270195,2.1000000000000085,858.2398167239404,43.70330789219433,97.35,-1.313384215611336
Bolivia,BOL,2001.0,86.72,98.55,96.11,South America,13.279999,86.72,7491.1523,South America,3.81328678151149,13.279999,2.4399999999999977,1964.486997495294,45.266643390755746,97.33,8.04338421561134
Bolivia,BOL,2002.0,78.6647677888707,99.1,97.1,South America,21.323384163270195,78.67661578438866,7550.0156,South America,3.81328678151149,21.323384163270195,2.0,1979.92336600694,41.244951282950076,98.1,-8.04338421561134
Bolivia,BOL,2003.0,78.6647677888707,99.47,96.67,South America,21.323384163270195,78.67661578438866,7625.9053,South America,3.81328678151149,21.323384163270195,2.799999999999997,1999.8247540609273,41.244951282950076,98.07,0.0
Bolivia,BOL,2004.0,78.6647677888707,99.6,98.6,South America,21.323384163270195,78.67661578438866,7811.5967,South America,3.81328678151149,21.323384163270195,1.0,2048.5206457259114,41.244951282950076,99.1,0.0
